Name,Departments,Hospital,Profile
"Chiedozie Udeh, MD","Cardiothoracic Anesthesiology, Intensive Care and Resuscitation",Cleveland Clinic,https://my.clevelandclinic.org/staff/15213-chiedozie-udeh
"Rosemary Uzomba, MD, MPH",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/26889-rosemary-uzomba
"William Veber, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/16865-william-veber
"Joseph Vincent, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/8750-joseph-vincent
"Claudene Vlah, MD",General Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/7592-claudene-vlah
"William Welches, DO, PhD",Pain Management,Cleveland Clinic,https://my.clevelandclinic.org/staff/1125-william-welches
"Dinah White, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/22263-dinah-white
"Sara Whittingham, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/26401-sara-whittingham
"Ivana Wilder, DO",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28689-ivana-wilder
"Alexandra Wright, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/30775-alexandra-wright
"Carleton Wu, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/3222-carleton-wu
"Sue Wu, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/5021-sue-wu
"Ellen Wurm, MD","Intensive Care and Resuscitation, General Anesthesiology, General Surgery",Cleveland Clinic,https://my.clevelandclinic.org/staff/17301-ellen-wurm
"Jijun Xu, MD, PhD","Pain Management, Inflammation and Immunity",Cleveland Clinic,https://my.clevelandclinic.org/staff/18826-jijun-xu
"Catherine Yamat, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/3867-catherine-yamat
"Roderick Yamat, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/4007-roderick-yamat
"Hui Yang, MD, PhD",General Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/18290-hui-yang
"Sameh Yonan, MD",Pain Management,Cleveland Clinic,https://my.clevelandclinic.org/staff/6861-sameh-yonan
"Steven Zelin, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/16844-steven-zelin
"Andrew Zura, MD",General Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/2459-andrew-zura
"Raymond Zyck, MD",Regional Practice Anesthesiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/16845-raymond-zyck
"Vivek Abhyankar, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/25303-vivek-abhyankar
"Robert Abouassaly, MD",Urology,Cleveland Clinic,https://my.clevelandclinic.org/staff/7099-robert-abouassaly
"Jame Abraham, MD","Hematology and Medical Oncology, Taussig Cancer Institute",Cleveland Clinic,https://my.clevelandclinic.org/staff/18395-jame-abraham
"Samir Abraksia, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/1671-samir-abraksia
"Drew Abramovich, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/17650-drew-abramovich
"Kareem Abu-Elmagd, MD, PhD","Transplantation Center, General Surgery",Cleveland Clinic,https://my.clevelandclinic.org/staff/17281-kareem-abu-elmagd
"Alex Adjei, MD, PhD","Taussig Cancer Institute, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/29933-alex-adjei
"Anjali Advani, MD","Hematology and Medical Oncology, Translational Hematology and Oncology Research",Cleveland Clinic,https://my.clevelandclinic.org/staff/4490-anjali-advani
"Eberechi Agwa, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/21170-eberechi-agwa
"Usman Ahmad, MD","Thoracic and Cardiovascular Surgery, Taussig Cancer Institute, International Operations",Cleveland Clinic,https://my.clevelandclinic.org/staff/19910-usman-ahmad
"Carolyn Aldana, MD",Palliative and Supportive Care,Cleveland Clinic,https://my.clevelandclinic.org/staff/30652-carolyn-aldana
"Zahraa AlHilli, MD, MBA",General Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/20841-zahraa-alhilli
"Azka Ali, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/30132-azka-ali
"Mir Ali, MD","Hematology and Medical Oncology, Regional Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/5410-mir-ali
"Francisco Almeida, MD, MS","Pulmonary Medicine, Critical Care Medicine",Cleveland Clinic,https://my.clevelandclinic.org/staff/14937-francisco-almeida
"Peter Anderson, MD","Pediatric Hematology Oncology and Blood and Marrow Transplantation, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/19765-peter-anderson
"Dana Angelini, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/21067-dana-angelini
"Lilyana Angelov, MD","Brain Tumor and Neuro-Oncology Center, Center for Spine Health, Taussig Cancer Institute, Neurological Surgery",Cleveland Clinic,https://my.clevelandclinic.org/staff/4568-lilyana-angelov
"Faiz Anwer, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/23810-faiz-anwer
"Marc Apple, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/19719-marc-apple
"Joshua Arbesman, MD","Dermatology, Cancer Biology, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/23207-joshua-arbesman
"Maria Artze, MD",Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/4738-maria-artze
"Kathleen Ashton, PhD",General Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/5430-kathleen-ashton
"Federico Aucejo, MD","General Surgery, Transplantation Center",Cleveland Clinic,https://my.clevelandclinic.org/staff/7982-federico-aucejo
"Toms Augustin, MD, MPH",General Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/17181-toms-augustin
"Joseph Azok, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/17216-joseph-azok
"Ehsan Balagamwala, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/23667-ehsan-balagamwala
"Sophia Balderman, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28964-sophia-balderman
"Gene Barnett, MD, MBA","Brain Tumor and Neuro-Oncology Center, Taussig Cancer Institute, Neurological Surgery",Cleveland Clinic,https://my.clevelandclinic.org/staff/531-gene-barnett
"Shimoli Barot, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28966-shimoli-barot
"Maria Bejarano Varas, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/25161-maria-bejarano-varas
"Ryo Benson, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/18382-ryo-benson
"Eren Berber, MD","Center for Endocrine Surgery, General Surgery",Cleveland Clinic,https://my.clevelandclinic.org/staff/6333-eren-berber
"Wilma Bergfeld, MD","Dermatology, Anatomic Pathology",Cleveland Clinic,https://my.clevelandclinic.org/staff/844-wilma-bergfeld
"Ryan Berglund, MD",Urology,Cleveland Clinic,https://my.clevelandclinic.org/staff/5708-ryan-berglund
"Steven Bernard, MD",Plastic Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/5212-steven-bernard
"Amit Bhatt, MD",Gastroenterology Hepatology & Nutrition,Cleveland Clinic,https://my.clevelandclinic.org/staff/9192-amit-bhatt
"Steven Billings, MD","Dermatology, Anatomic Pathology",Cleveland Clinic,https://my.clevelandclinic.org/staff/8348-steven-billings
"Henry Blair, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/2517-henry-blair
"Cassann Blake, MD","Breast Services, General Surgery",Cleveland Clinic,https://my.clevelandclinic.org/staff/13715-cassann-blake
"Joanna Bodmann, CNP",Taussig Cancer Institute,Cleveland Clinic,https://my.clevelandclinic.org/staff/16516-joanna-bodmann
"Michael Bolen, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/9279-michael-bolen
"Bryan Bonder, MD","Hematology and Medical Oncology, Brain Tumor and Neuro-Oncology Center",Cleveland Clinic,https://my.clevelandclinic.org/staff/31949-bryan-bonder
"Christine Booth, MD",Anatomic Pathology,Cleveland Clinic,https://my.clevelandclinic.org/staff/6590-christine-booth
"Taylor Brooks, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28974-taylor-brooks
"Claudio Brunstein, MD, PhD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/29819-claudio-brunstein
"G. Thomas Budd, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/1160-g-thomas-budd
"Ilia Buhtoiarov, MD","Pediatric Hematology Oncology and Blood and Marrow Transplantation, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/19948-ilia-buhtoiarov
"Carol Burke, MD",Gastroenterology Hepatology & Nutrition,Cleveland Clinic,https://my.clevelandclinic.org/staff/856-carol-burke
"Zachary D. Burke, MD","Orthopaedic Surgery, Hematology and Medical Oncology, Translational Hematology and Oncology Research",Cleveland Clinic,https://my.clevelandclinic.org/staff/31260-zachary-d-burke
"Brian Burkey, MD",Otolaryngology,Cleveland Clinic,https://my.clevelandclinic.org/staff/13548-brian-burkey
"Patrick Byrne, MD, MBA",Head and Neck Institute,Cleveland Clinic,https://my.clevelandclinic.org/staff/26747-patrick-byrne
"Tatiana Byzova, PhD",Neurosciences,Cleveland Clinic,https://my.clevelandclinic.org/staff/3058-tatiana-byzova
"Paolo Caimi, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/14563-paolo-caimi
"Shauna Campbell, DO",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28584-shauna-campbell
"Steven Campbell, MD, PhD","Urology, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/6257-steven-campbell
"Joycelin Canavan, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/21714-joycelin-canavan
"Darby Carpenter, CNP",Hematologic Oncology and Blood Disorders,Cleveland Clinic,https://my.clevelandclinic.org/staff/6117-darby-carpenter
"Hetty Carraway, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/18591-hetty-carraway
"Bradley Champagne, MD",Colorectal Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/21261-bradley-champagne
"Timothy Chan, MD, PhD","Center for Immunotherapy and ImmunoOncology, Radiation Oncology, Genomic Medicine Institute",Cleveland Clinic,https://my.clevelandclinic.org/staff/25868-timothy-chan
"Samuel Chao, MD","Brain Tumor and Neuro-Oncology Center, Radiation Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/7415-samuel-chao
"Melanie Chellman, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/5261-melanie-chellman
"Anna Chichura, MD",General Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/30961-anna-chichura
"Kaleena Chilcote, MD",Palliative and Supportive Care,Cleveland Clinic,https://my.clevelandclinic.org/staff/28586-kaleena-chilcote
"Humberto Choi, MD","Pulmonary Medicine, Critical Care Medicine",Cleveland Clinic,https://my.clevelandclinic.org/staff/18275-humberto-choi
"Aneel Chowdhary, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/20706-aneel-chowdhary
"Joseph Cicenia, MD",Pulmonary Medicine,Cleveland Clinic,https://my.clevelandclinic.org/staff/14998-joseph-cicenia
"Erin Cook, PA-C",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/16779-erin-cook
"Christopher D'Andrea, PA-C",Hematologic Oncology and Blood Disorders,Cleveland Clinic,https://my.clevelandclinic.org/staff/19479-christopher-dandrea
"Yara Daloul, MD",Palliative and Supportive Care,Cleveland Clinic,https://my.clevelandclinic.org/staff/30373-yara-daloul
"Saurabh Das, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/18594-saurabh-das
"Hamed Daw, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/3663-hamed-daw
"Laura Dean, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/18837-laura-dean
"Robert Dean, MD","Hematology and Medical Oncology, Transplantation Center",Cleveland Clinic,https://my.clevelandclinic.org/staff/6269-robert-dean
"Robert DeBernardo, MD","Obstetrics and Gynecology and Women's Health Institute, Hematology and Medical Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/18024-robert-debernardo
"Conor Delaney, MD, PhD, MCh","Executive Administration Florida, Digestive Disease and Surgery Institute, Colorectal Surgery",Cleveland Clinic,https://my.clevelandclinic.org/staff/3550-conor-delaney
"Lukas Delasos, DO",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28999-lukas-delasos
"Bachar Dergham, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/3455-bachar-dergham
"Risal Djohan, MD",Plastic Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/5091-risal-djohan
"Krista Dobbie, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/17511-krista-dobbie
"Paul Donegan, DO",Palliative and Supportive Care,Cleveland Clinic,https://my.clevelandclinic.org/staff/32221-paul-donegan
"Donald Eicher, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/14803-donald-eicher
"Katherine Eilenfeld, DO",Palliative and Supportive Care,Cleveland Clinic,https://my.clevelandclinic.org/staff/23822-katherine-eilenfeld
"Phillip Engeler, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/16812-phillip-engeler
"Kimberly Enochs-Smith, CNP",Pulmonary Medicine,Cleveland Clinic,https://my.clevelandclinic.org/staff/21754-kimberly-enochs-smith
"Serpil Erzurum, MD","Inflammation and Immunity, Pulmonary Medicine, Taussig Cancer Institute, Pediatric Institute, Critical Care Medicine, Research Institute Office",Cleveland Clinic,https://my.clevelandclinic.org/staff/755-serpil-erzurum
"Bassam Estfan, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/8494-bassam-estfan
"Tracy Evans-Walker, CNP",Hematologic Oncology and Blood Disorders,Cleveland Clinic,https://my.clevelandclinic.org/staff/14214-tracy-evans-walker
"Beth Faiman, CNP, PhD",Hematologic Oncology and Blood Disorders,Cleveland Clinic,https://my.clevelandclinic.org/staff/5953-beth-faiman
"Alicia Fanning, MD",Breast Services,Cleveland Clinic,https://my.clevelandclinic.org/staff/4221-alicia-fanning
"Anthony Fernandez, MD, PhD","Dermatology, Anatomic Pathology",Cleveland Clinic,https://my.clevelandclinic.org/staff/13558-anthony-fernandez
"Christina Ferraro, CNP",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/21524-christina-ferraro
"Melissa Frankel, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/13796-melissa-frankel
"Molly Freeman, CNP",Internal Medicine,Cleveland Clinic,https://my.clevelandclinic.org/staff/16764-molly-freeman
"Michael Fritz, MD",Head and Neck Institute,Cleveland Clinic,https://my.clevelandclinic.org/staff/5035-michael-fritz
"Chieh-Lin Fu, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/4107-chieh-lin-fu
"Danielle Gargalianos, CNP",Subspecialty Care for Women's Health,Cleveland Clinic,https://my.clevelandclinic.org/staff/19217-danielle-gargalianos
"Thomas Garofalo, MD",Colorectal Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/6767-thomas-garofalo
"Jessica Geiger, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/20607-jessica-geiger
"Aaron Gerds, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/17946-aaron-gerds
"Subha Ghosh, MD, MBA",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/19521-subha-ghosh
"Kayla Giannetti, CNP",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/26648-kayla-giannetti
"Thomas Gildea, MD",Pulmonary Medicine,Cleveland Clinic,https://my.clevelandclinic.org/staff/5141-thomas-gildea
"Timothy Gilligan, MD","Hematology and Medical Oncology, Center for Bioethics, Urology",Cleveland Clinic,https://my.clevelandclinic.org/staff/6497-timothy-gilligan
"John Goldblum, MD","Anatomic Pathology, Transplantation Center",Cleveland Clinic,https://my.clevelandclinic.org/staff/1238-john-goldblum
"Shazia Goraya, MD",Breast Services,Cleveland Clinic,https://my.clevelandclinic.org/staff/4168-shazia-goraya
"I. Emre Gorgun, MD, MBA",Colorectal Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/16230-i-emre-gorgun
"Sarah Grabowski, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28304-sarah-grabowski
"Ruffin Graham, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/2445-ruffin-graham
"Aric Greenfield, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/4767-aric-greenfield
"John Greskovich, Jr., MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/2362-john-greskovich-jr
"Stephen Grobmyer, MD",Operations,Cleveland Clinic,https://my.clevelandclinic.org/staff/17529-stephen-grobmyer
"David Grossman, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/20220-david-grossman
"Xiaorong Gu, PhD",Translational Hematology and Oncology Research,Cleveland Clinic,https://my.clevelandclinic.org/staff/7322-xiaorong-gu
"Tracy Gulling-Leftwich, DO",Palliative and Supportive Care,Cleveland Clinic,https://my.clevelandclinic.org/staff/18829-tracy-gulling-leftwich
"Shilpa Gupta, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/24785-shilpa-gupta
"Raffi Gurunian, MD, PhD","International Operations, Plastic Surgery",Cleveland Clinic,https://my.clevelandclinic.org/staff/18712-raffi-gurunian
"Georges-Pascal Haber, MD, PhD","Urology, International Operations",Cleveland Clinic,https://my.clevelandclinic.org/staff/14646-georges-pascal-haber
"Abdo Haddad, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/13534-abdo-haddad
"Housam Haddad, MD","Regional Oncology, Radiation Oncology",Cleveland Clinic,https://my.clevelandclinic.org/staff/23874-housam-haddad
"Brian Haines, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/26355-brian-haines
"Betty Hamilton, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/18208-betty-hamilton
"Kimberly Hamilton, CNP",Hematologic Oncology and Blood Disorders,Cleveland Clinic,https://my.clevelandclinic.org/staff/18549-kimberly-hamilton
"Rabi Hanna, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/14628-rabi-hanna
"Bridgett Harr, CNP",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/17461-bridgett-harr
"David Harris, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/23652-david-harris
"Khaled Hassan, MD","Hematology and Medical Oncology, Cancer Biology",Cleveland Clinic,https://my.clevelandclinic.org/staff/25089-khaled-hassan
"Mitchell Haut, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/29653-mitchell-haut
"Samuel Haywood, MD",Urology,Cleveland Clinic,https://my.clevelandclinic.org/staff/24633-samuel-haywood
"Brian Herts, MD","Diagnostic Radiology, Taussig Cancer Institute",Cleveland Clinic,https://my.clevelandclinic.org/staff/156-brian-herts
"Brian T. Hill, MD, PhD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/13591-brian-t-hill
"Stefan Holubar, MD",Colorectal Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/22497-stefan-holubar
"Susan Hong, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/22635-susan-hong
"Cheryl Hubbard, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/5510-cheryl-hubbard
"Anne Hubben, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28375-anne-hubben
"Hakan Ilaslan, MD, MBA",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/4607-hakan-ilaslan
"James Isaacs, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/29841-james-isaacs
"Raymond Isakov, MD",Plastic Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/7678-raymond-isakov
"Deepa Jagadeesh, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/17469-deepa-jagadeesh
"Akriti Jain, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/32107-akriti-jain
"Sunguk Jang, MD",Gastroenterology Hepatology & Nutrition,Cleveland Clinic,https://my.clevelandclinic.org/staff/7662-sunguk-jang
"Siham Jaouad, PA-C",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/7174-siham-jaouad
"Tiffany Justi, CNP",Hospital Medicine,Cleveland Clinic,https://my.clevelandclinic.org/staff/17065-tiffany-justi
"Regina Kahnert, CNP",Head and Neck Institute,Cleveland Clinic,https://my.clevelandclinic.org/staff/14092-regina-kahnert
"Matt Kalaycio, MD","Hematology and Medical Oncology, Transplantation Center",Cleveland Clinic,https://my.clevelandclinic.org/staff/473-matt-kalaycio
"Suneel Kamath, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/25034-suneel-kamath
"Jihad Kaouk, MD","Urology, Transplantation Center, Biomedical Engineering",Cleveland Clinic,https://my.clevelandclinic.org/staff/4363-jihad-kaouk
"Kasra Karamlou, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/24178-kasra-karamlou
"Karunakaravel Karuppasamy, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/16337-karunakaravel-karuppasamy
"Lanea Keller, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/17942-lanea-keller
"Lucy Boyce Kennedy, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/28627-lucy-boyce-kennedy
"Kevin Kerwin, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/5089-kevin-kerwin
"Hermann Kessler, MD, PhD",Colorectal Surgery,Cleveland Clinic,https://my.clevelandclinic.org/staff/17785-hermann-kessler
"Alok Khorana, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/17885-alok-khorana
"Jack Khouri, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/21595-jack-khouri
"Scott Kilpatrick, MD",Anatomic Pathology,Cleveland Clinic,https://my.clevelandclinic.org/staff/21270-scott-kilpatrick
"Jennifer Ko, MD, PhD","Anatomic Pathology, Inflammation and Immunity",Cleveland Clinic,https://my.clevelandclinic.org/staff/19717-jennifer-ko
"Omer Koc, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/6353-omer-koc
"Eric Kodish, MD","Pediatric Hematology Oncology and Blood and Marrow Transplantation, Center for Bioethics",Cleveland Clinic,https://my.clevelandclinic.org/staff/5958-eric-kodish
"Kevin Koehler, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/29047-kevin-koehler
"Matthew Kolar, MS",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/7245-matthew-kolar
"Kristen Kozeniewski, CNP",Subspecialty Care for Women's Health,Cleveland Clinic,https://my.clevelandclinic.org/staff/8454-kristen-kozeniewski
"Smitha Krishnamurthi, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/22857-smitha-krishnamurthi
"Venkatesh Krishnamurthi, MD","Transplantation Center, Urology",Cleveland Clinic,https://my.clevelandclinic.org/staff/3525-venkatesh-krishnamurthi
"Ajit Krishnaney, MD","Center for Spine Health, Neurological Surgery, Cerebrovascular Center, Quality and Patient Safety Institute",Cleveland Clinic,https://my.clevelandclinic.org/staff/6631-ajit-krishnaney
"Megan Kruse, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/20581-megan-kruse
"Varun Kshettry, MD","Brain Tumor and Neuro-Oncology Center, Taussig Cancer Institute",Cleveland Clinic,https://my.clevelandclinic.org/staff/21042-varun-kshettry
"Jamie Ku, MD",Head and Neck Institute,Cleveland Clinic,https://my.clevelandclinic.org/staff/22206-jamie-ku
"Arun Kumar, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/27643-arun-kumar
"Mark Kyei, MD",Regional Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/14252-mark-kyei
"Omar Lababede, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/4604-omar-lababede
"Ruth Lagman, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/4163-ruth-lagman
"Louis Lam, MD",Pulmonary Medicine,Cleveland Clinic,https://my.clevelandclinic.org/staff/20707-louis-lam
"Eric Lamarre, MD",Head and Neck Institute,Cleveland Clinic,https://my.clevelandclinic.org/staff/17359-eric-lamarre
"Reema Lambrinides, CNP",Hematologic Oncology and Blood Disorders,Cleveland Clinic,https://my.clevelandclinic.org/staff/29707-reema-lambrinides
"Daesung Lee, MD",Radiation Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/5959-daesung-lee
"Jason Lempel, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/18379-jason-lempel
"Abraham Levitin, MD",Diagnostic Radiology,Cleveland Clinic,https://my.clevelandclinic.org/staff/2334-abraham-levitin
"Alan Lichtin, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/560-alan-lichtin
"Jeremy Lipman, MD","Colorectal Surgery, Education Institute",Cleveland Clinic,https://my.clevelandclinic.org/staff/21240-jeremy-lipman
"David Liska, MD","Colorectal Surgery, Cancer Biology",Cleveland Clinic,https://my.clevelandclinic.org/staff/19039-david-liska
"Fang Liu, MD, PhD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/29567-fang-liu
"Mina Lobbous, MD, MPH",Brain Tumor and Neuro-Oncology Center,Cleveland Clinic,https://my.clevelandclinic.org/staff/29321-mina-lobbous
"Robert Lorenz, MD","Taussig Cancer Institute, Medical Operations, Executive Administration London",Cleveland Clinic,https://my.clevelandclinic.org/staff/4447-robert-lorenz
"Weiquan Lu, MD",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/24456-weiquan-lu
"Jennifer Lucas, MD, MHCM","Dermatology, Regional Hospital Administration",Cleveland Clinic,https://my.clevelandclinic.org/staff/13748-jennifer-lucas
"Wen Wee Ma, MBBS",Hematology and Medical Oncology,Cleveland Clinic,https://my.clevelandclinic.org/staff/31587-wen-wee-ma
