Name,Speciality,Treats,Hospital,Profile
"Sharl Azar, Md","['Hemoglobinopathies', 'Hemophilia and inherited bleeding disorders', 'Sickle Cell Disease', 'Thalassemia', 'Thrombosis and hemostasis', 'Thrombosis and inherited and acquired thrombophilia', 'von Willebrand disease']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20946/Sharl-Azar
"Sahand Babapoorfarrokhran, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23177/Sahand-BabapoorFarrokhran
"Richard Babicz, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23538/Richard-Babicz
"Jodie Babitt, Md","['Anemia', 'Kidney disease']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18235/Jodie-Babitt
"Suma Babu, Mbbs, Mph",['Amyotrophic lateral sclerosis (ALS)'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20180/Suma-Babu
"Ashwin Babu, Md","['Foot & ankle injuries', 'Hip injuries', 'Impingement Syndrome', 'Knee injuries', 'Musculoskeletal ultrasound and intervention', 'Non-operative sports medicine', 'Overuse injuries', 'Patella pain', 'Platelet Rich Plasma (PRP)', 'Shoulder & elbow injuries', 'Sports injuries', 'Sports medicine', 'Sports ultrasound', 'Stress fractures', 'Tendonitis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20014/Ashwin-Babu
"Warren Backman, Mbbs","['Geriatric Cardiology', 'Geriatrics', 'Primary Care']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20928/Warren-Backman
"Lynn Baden, Md","['Dermatology (general)', 'Skin cancer']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20705/Lynn-Baden
"Aranya Bagchi, Mbbs","['Critical care', 'Critical care ultrasonography', 'Intensive care anesthesia']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19120/Aranya-Bagchi
"Travis Baggett, Md, Mph",['Homelessness'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19579/Travis-Baggett
"Meridale Baggett, Md","['General internal medicine', 'Hospital Medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18684/Meridale-Baggett
"Aaron Baggish, Md","['Anabolic steroids and heart disease', ""Athlete's heart"", 'High altitude travel and heart disease', 'Hypertrophic cardiomyopathy', 'Sports Cardiology']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17939/Aaron-Baggish
"Manisha Bahl, Md","['Breast cancer detection and diagnosis', 'Breast cancer screening', 'Breast tomosynthesis, MRI, mammogram and ultrasound']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19887/Manisha-Bahl
"Natasha Bailen, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23093/Natasha-Bailen
"Ashika Bains, Md","['Emergency psychiatry', 'Intellectual Disability Psychiatry', 'Medical Education']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22416/Ashika-Bains
"Ann Bajart, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18329/Ann-Bajart
"Allison Baker, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22423/Allison-Baker
"Amanda Baker, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20115/Amanda-Baker
"Keith Baker, Md, Phd","['Cardiovascular and pulmonary physiology', 'Thoracic and regional anesthesia']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16989/Keith-Baker
"Jafar Bakhshaie, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22999/Jafar-Bakhshaie
"Denis Balaban, Md","['Autoimmune Encephalitis', 'Central Nervous System Vasculitis', 'IgG4-Related Disease of the Central Nervous System', 'Neuromyelitis Optica Spectrum Disorder', 'Neurosarcoidosis', 'Transverse myelitis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22914/Denis-Balaban
"Duraisamy Balaguru, Md",[],['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22772/Duraisamy-Balaguru
"Arjun Balakumar, Md, Ms",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23727/Arjun-Balakumar
"Devasena Balasubramaniam, Mbbs","['Adult primary care medicine', 'General internal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17788/Devasena-Balasubramaniam
"Ravikumar Balasubramanian, Mbbs",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19265/Ravikumar-Balasubramanian
"James Balcom, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19519/James-Balcom
"Teresita Balderas, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23418/Teresita-Balderas
"Vinit Baliyan, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22421/Vinit-Baliyan
"Sarah Ballatori, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23940/Sarah-Ballatori
"Rene Balza Romero, Md","['Interventional pain management', 'Musculoskeletal imaging', 'Musculoskeletal ultrasound and intervention', 'Pediatric Radiology and Nuclear Medicine']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20808/Rene-Balza-Romero
"Aderonke Bamgbose Pederson, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22419/Aderonke-Bamgbose-Pederson
"Laura Banashek, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23544/Laura-Banashek
"Aleena Banerji, Md","['Allergic rhinitis', 'Anaphylaxis', 'Angioedema', 'Asthma', 'Cough', 'Drug hypersensitivity']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17511/Aleena-Banerji
"Caroline Banks, Md","['Aesthetic Facial Surgery', 'Facial nerve disorders', 'Facial Reconstruction']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19986/Caroline-Banks
"Sarah Bannon, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23000/Sarah-Bannon
"Xiaodong Bao, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19931/Xiaodong-Bao
"Aneesh Bapat, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22690/Aneesh-Bapat
"Veronica Baptista, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23513/Veronica-Baptista
"Sheena Baratono, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23608/Sheena-Baratono
"Giuseppe Barbesino, Md","['Endocrinology', 'Thyroid cancer', 'Thyroid nodules']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17557/Giuseppe-Barbesino
"Tracy Barbour, Md","['Depressive disorders', 'Electroconvulsive therapy and somatic therapies', 'Neuromodulation therapies', 'Psychosis', 'Transcranial magnetic stimulation']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20040/Tracy-Barbour
"Amy Barczak, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18599/Amy-Barczak
"Amit Bardia, Mbbs",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22780/Amit-Bardia
"Fred Barker, Md","['Acoustic Neuroma', 'Brain tumors', 'Hemifacial spasm', 'Neurosurgery', 'Surgical treatment of trigeminal neuralgia']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16781/Frederick-Barker
"Emil Barkovich, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23876/Emil-Barkovich
"Sara Barmettler, Md","['Allergic rhinitis', 'Anaphylaxis', 'Angioedema', 'Asthma', 'Dermatitis', 'Drug hypersensitivity', 'Eosinophilic disorders', 'Food allergy', 'Immunodeficiency', 'Immunology', 'Rhinosinusitis', 'Urticaria']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20482/Sara-Barmettler
"Jeffrey Barnes, Md, Phd","['Chronic lymphocytic leukemia (CLL)', 'Cutaneous b-cell lymphoma', 'Cutaneous t-cell lymphoma', ""Hodgkin's lymphoma (also known as Hodgkin's disease)"", ""Non-Hodgkin's lymphoma (NHL)""]",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18459/Jeffrey-Barnes
"Danielle Barnett, Md",[],[],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23877/Danielle-Barnett
"Suzanne Baron, Md, Msc","['Coronary artery disease', 'Interventional cardiology', 'Transcatheter PFO closure', 'Transcatheter treatment of valvular heart disease']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23248/Suzanne-Baron
"Diana Barragan Bradford, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22422/Diana-Barragan-Bradford
"Jason Barrera, Md, Phd","['Adult primary care medicine', 'General internal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19549/Jason-Barrera
"Michael Barry, Md","['Adult primary care medicine', 'General internal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16743/Michael-Barry
"Patricia Barry-Lane, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23911/Patricia-Barry-Lane
"Miriam Barshak, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19266/Miriam-Barshak
"Matthew Bartek, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23490/Matthew-Bartek
"William Barth, Md","['Cervical incompetence', 'Delivery management', 'High risk pregnancy', 'Labor management', 'Multiple gestation', 'Preterm Birth']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17605/William-Barth
"Heidi Bas, Md",['Cardiac Anesthesia'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17614/Heidi-Bas
"Basak Basdag, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20502/Basak-Basdag
"Nesli Basgoz, Md","['AIDS and HIV infection', 'Infections after transplant', 'Infectious diseases']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16914/Nesli-Basgoz
"Lara Basovic, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23515/Lara-Basovic
"Victoria Bass, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23933/Victoria-Bass
"James Bass, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23067/James-Bass
"Ingrid Bassett, Md, Mph",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17530/Ingrid-Bassett
"Shayna Bassett, Phd","['Addiction treatment and recovery', 'Community psychology', 'Dual diagnoses', 'Substance use disorders', 'Trauma and post-traumatic stress disorder']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22424/Shayna-Bassett
"Archana Basu, Phd","['Anxiety and depression', 'Child and adolescent psychotherapy', 'Early Childhood Development and Behavior', 'Families coping with medical illness', 'Family therapy', 'Grief and bereavement', 'Parenting', 'Trauma and post-traumatic stress disorder']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19961/Archana-Basu
"Tracy Batchelor, Md, Mph",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23545/Tracy-Batchelor
"Sara Bates, Md","['Neonatal neurology', 'Neonatology']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19097/Sara-Bates
"Timothy Batter, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23839/Timothy-Batter
"Elisabeth Battinelli, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23641/Elisabeth-Battinelli
"Joshua Baugh, Md, Mpp",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22773/Joshua-Baugh
"Amy Baughman, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19138/Amy-Baughman
"Lisa Baute, Md","['Abnormal Pap Smear', 'Adolescent gynecology', 'Colposcopy', 'General obstetrics and gynecology (OB/GYN)', 'Obstetric ultrasound']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17550/Lisa-Baute
"Roxanne Bavarian, Dmd, Dmsc",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23146/Roxanne-Bavarian
"Scott Beach, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19471/Scott-Beach
"Jonathan Bean, Md, Mph","['Exercise physiology', 'Geriatric rehabilitation', 'Musculoskeletal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17258/Jonathan-Bean
"Christopher Bean, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23949/Christopher-Bean
"Lisa Bebell, Md, Msc",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19828/Lisa-Bebell
"Imen Becetti, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23875/Imen-Becetti
"Stuart Beck, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19472/Stuart-Beck
"Justin Becker, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23998/Justin-Becker
"Kendra Becker, Phd",['Eating disorders'],['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20623/Kendra-Becker
"Anne Becker, Md, Phd",['Eating disorders'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16851/Anne-Becker
"Hany Bedair, Md","['Complex hip replacement', 'Complex knee reconstruction (ACL, PCL, LCL)', 'Hip replacement', 'Hip revision surgery', 'Knee replacement', 'Knee revision surgery', 'Minimally invasive surgery', 'Partial knee replacement', 'Total hip replacement', 'Total joint replacement', 'Total knee replacement']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18203/Hany-Bedair
"Harprit Bedi, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23319/Harprit-Bedi
"C. Andres Bedoya, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18021/C. Andres-Bedoya
"Lorena Bejarano Pineda, Md","['Achilles tendon injuries', 'Ankle arthritis', 'Ankle arthroscopy', 'Ankle instability', 'Arthroscopic surgery', 'Bunions & hammertoes', 'Cartilage injuries', 'Foot & ankle fractures', 'Foot deformity', 'Foot drop', 'Meniscus tear', 'Minimally invasive surgery', 'Osteochondral Dissecans (OCD) of the talus', 'Peroneal tendon tears', 'Post traumatic arthritis & deformity', 'Sports injuries to the foot & ankle', 'Venous thromboembolic disease']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22719/Diana-Bejarano-Pineda
"Jonathan Bekisz, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23744/Jonathan-Bekisz
"Peter Bekker, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22428/Peter-Bekker
"Diane Belder-Preston, Md","['General pediatrics', 'Newborn care']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19177/Diane-Belder-Preston
"J Bellamy, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23221/J-Bellamy
"Oscar Benavidez, Md","['Cardiology', 'Congenital Cardiac MRI', 'Congenital heart disease', 'Echocardiography', 'Fetal Cardiology', 'Pediatric cardiology']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18892/Oscar-Benavidez
"Pamela Benavidez, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23665/Pamela-Benavidez
"Tem Bendapudi, Md",[],[],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20773/Pavan-Bendapudi
"Suzanne Bender, Md",[],[],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18022/Suzanne-Bender
"Cecelia Bender, Do",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23957/Cecelia-Bender
"Hersh Bendre, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23910/Hersh-Bendre
"William Benedetto, Md","['Critical care', 'Liver transplant anesthesia', 'Vascular anesthesia']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17417/William-Benedetto
"Susan Bennett, Md","['Adult primary care medicine', 'General internal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16912/Susan-Bennett
"Justin Benoit, Do",[],[],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20847/Justin-Benoit
"Jonathan Bensing, Dmd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23948/Jonathan-Bensing
"Mara Bensson-Ravunniarath, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22915/Mara-Bensson-Ravunniarath
"Kathryn Bentley, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20625/Kathryn-Bentley
"Ronald Benz, Md","['Pediatric dermatology', 'Pediatric gastroenterology', 'Pediatric Infectious Disease', 'Pediatric ophthalmology', 'Pediatric pulmonary disease']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16466/Ronald-Benz
"Theodore Benzer, Md, Phd",[],[],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16993/Theodore-Benzer
"Eugene Beresin, Md","['Adult psychiatry', 'Child and adolescent psychiatry', 'Eating disorders', 'Mental health and media', 'Psychiatric Education']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16598/Eugene-Beresin
"David Berger, Md","['Colon and rectal polyps', 'Colon cancer', 'Diverticulitis', 'Gallbladder disease', 'Gastric (stomach) cancer', 'GE junction cancer', 'Hernia surgery', 'Laparoscopic / Minimally Invasive Surgery', 'Liver cancer', 'Pancreatic cancer', 'Rectal cancer']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16863/David-Berger
"Brandon Bergman, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22433/Brandon-Bergman
"Kinza Berical, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20580/Kinza-Berical
"Lori Berkowitz, Md, Mba","['General obstetrics and gynecology (OB/GYN)', 'Pelvic organ prolapse/relaxation', 'Perineal dysfunction', 'Urinary incontinence']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17192/Lori-Berkowitz
"Eric Berkson, Md","['ACL (anterior cruciate ligament) Injuries', 'ACL (anterior cruciate ligament) Reconstruction', 'Arthroscopic surgery', 'Cartilage restoration / cartilage repair', 'Complex knee reconstruction (ACL, PCL, LCL)', 'Labral injuries and shoulder instability (SLAP, Bankart)', 'Meniscus repair', 'Meniscus tear', 'Patella (kneecap) dislocation', 'Platelet Rich Plasma (PRP)', 'Rotator cuff repairs', 'Shoulder, knee and elbow injuries', 'Sports injuries']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17819/Eric-Berkson
"Kristina Bermas, Md","['Blunt abdominal trauma', 'Chest wall injuries', 'Geriatric Trauma', 'Post-ICU syndrome', 'Program building and quality improvement', 'REBOA', 'Shock and resuscitation', 'Surgical stabilization of rib fractures']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23568/Kristina-Bermas
"Rene Bermea, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23603/Rene-Bermea
"Andrea Bermudez, Dds",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23222/Andrea-Bermudez
"Janine Bernardo, Md, Mph","['Neonatal Outcomes', 'Neonatology', 'Public Health', 'Social Determinants of Health']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22435/Janine-Bernardo
"Emily Bernstein, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22761/Emily-Bernstein
"Sarah Bernstein, Md","['Diabetes in pregnancy', 'Obstetric ultrasound', 'Prenatal Testing and Diagnosis', 'Substance use disorders in pregnancy', 'Virtual visits']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19773/Sarah-Bernstein
"Ethan Bernstein, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23840/Ethan-Bernstein
"Lorenzo Berra, Md","['Critical care', 'Obesity', 'Respiratory Care', 'Transfusion medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18961/Lorenzo-Berra
"James Berry, Md, Mph",['Amyotrophic lateral sclerosis (ALS)'],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19109/James-Berry
"Jessica Berwick, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22881/Jessica-Berwick
"Jason Bessey, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23205/Jason-Bessey
"Joseph Betancourt, Md","['Adult primary care medicine', 'General internal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18697/Joseph-Betancourt
"Emily Bethea, Md","['Abnormal Liver Function Tests', 'Autoimmune hepatitis', 'Hemochromatosis', 'Hepatitis B virus (HBV)', 'Hepatitis C virus (HCV)', 'Liver disease / Hepatology', 'Liver transplantation', 'Liver tumors', 'Non-alcoholic fatty liver disease', 'Portal hypertension', 'Primary Biliary Cholangitis', 'Primary sclerosing cholangitis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20641/Emily-Bethea
"Kristin Bevington, Md, Med",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23303/Kristin-Bevington
"Irun Bhan, Md","['Autoimmune hepatitis', 'Cirrhosis', 'Hepatitis B virus (HBV)', 'Hepatitis C virus (HCV)', 'Liver cancer', 'Liver disease / Hepatology', 'Liver transplantation', 'Non-alcoholic fatty liver disease', 'Primary Biliary Cholangitis', 'Primary sclerosing cholangitis']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20529/Irun-Bhan
"Atul Bhan, Md","['Autopsy Pathology', 'Immunopathology']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16515/Atul-Bhan
"Abhiram Bhashyam, Md, Phd","['Arm fractures', 'Arthritis', 'Brachial plexus injuries', 'Carpal tunnel syndrome', 'Cubital tunnel syndrome', 'Elbow arthroplasty', 'Elbow arthroscopy', 'Elbow fractures', 'Fractures of the distal radius', 'Hand fractures', 'Hand surgery', 'Nerve injuries', 'Tendon injuries', 'Wrist problems']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22431/Abhiram-Bhashyam
"Rani Bhatia, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/20824/Rani-Bhatia
"Romit Bhattacharya, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22791/Romit-Bhattacharya
"Somaletha Bhattacharya, Mbbs","['Airway management', 'Anesthesiology', 'Clinical drug trials', 'Neonatology', 'Pediatric anesthesia']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17434/Somaletha-Bhattacharya
"Roby Bhattacharyya, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19268/Roby-Bhattacharyya
"Mitu Bhattatiry, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/22844/Mitu-Bhattatiry
"Joell Bianchi, Md","['Adult primary care medicine', 'General internal medicine', ""Women's Health Care""]",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17161/Joell-Bianchi
"Paul Biddinger, Md","['Disaster medicine', 'Emergency Department Operations', 'Emergency medical service (EMS)', 'Emergency Preparedness']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17254/Paul-Biddinger
"Richard Bido Medina, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23207/Richard-Bido-Medina
"Michael Bierer, Md, Mph","['Addiction', 'Adult primary care medicine', 'General internal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16776/Michael-Bierer
"Beverly M.K. Biller, Md","['Acromegaly', ""Cushing's syndrome"", 'Growth hormone deficiency', 'Hypopituitarism', 'Pituitary disease', 'Prolactinomas']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16808/Beverly-Biller
"Jeffrey Biller, Md","['All disorders that affect the liver', 'Celiac disease', 'Children and adolescents', 'Gastrointestinal bleeding', 'Gastrointestinal tract and nutritional status of infants', 'Inflammatory bowel disease', 'Polyposis syndromes']",['Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17594/Jeffrey-Biller
"Michael Billington, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23586/Michael-Billington
"David Binder, Md","['Disc herniation', 'Epidural steroid injections', 'Facet joint pain', 'Interventional pain management', 'Low back pain', 'Lumbar radiculopathy', 'Medial branch block', 'Neck pain', 'Nerve block', 'Radiofrequency lesioning', 'Sacroiliac joint pain', 'Sciatica', 'Spinal stenosis', 'Spine Care', 'Trigger point injections']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17670/David-Binder
"Saba Bingabr, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23912/Saba-Bingabr
"Suzanne Bird, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19208/Suzanne-Bird
"Shana Birnbaum, Md","['Adult primary care medicine', 'General internal medicine']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18711/Shana-Birnbaum
"Robert Birnbaum, Md, Phd",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/18023/Robert-Birnbaum
"Amy Birnbaum, Md, Ms",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/23223/Amy-Birnbaum
"Kirstin Birtwell, Phd","['ADHD', 'Anxiety', 'Autism spectrum disorders', 'Cognitive Behavioral Therapy (CBT)', 'intellectual disabilities in children', 'Language disorders', 'Neuropsychological assessment of pediatric populations:']",['Adult & Pediatrics'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19846/Kirstin-Birtwell
"Edward Bittner, Md, Phd","['Airway management', 'Anesthesia education', 'Anesthesia for general surgery', 'Burn injury', 'Critical care', 'Post-anesthesia care']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17282/Edward-Bittner
"Lynn Black, Md, Mph","['Access to Healthcare', 'Global health', 'health care in humanitarian emergencies', 'Health disparities', 'Public Health', 'Urgent care', 'Vulnerable populations']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19607/Lynn-Black
"Katharine Black, Md",[],['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/19019/Katharine-Black
"Randie Black-Schaffer, Md, Ma","['Rehabilitation of Young Adults after Stroke', 'Spasticity Management']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/17367/Randie-Black-Schaffer
"W Stephen Black-Schaffer, Md","['Cytopathology', 'Gynecologic pathology']",['Adult'],Massachusetts General Hospital,https://www.massgeneral.org/doctors/16612/W Stephen-Black-Schaffer
